id,identity_to_query
UniRef90_UPI003CCCEF4D/276-675,0.199
UniRef90_A0A2I4E805/217-563,0.218
UniRef90_A0A482WTW2/4-332,0.228
UniRef90_A0A1Z5LEJ1/7-327,0.187
UniRef90_A0A8C4WV96/118-516,0.420
UniRef90_UPI002117A383/23-353,0.192
UniRef90_A0ABN7AAU3/3-330,0.212
UniRef90_A0A8H4WBK3/247-645,0.212
UniRef90_A0A8C7AV72/3-327,0.194
UniRef90_A0A4S2KDN4/324-645,0.207
UniRef90_A0A061IPE9/81-428,0.360
UniRef90_A0A8H4QIQ6/655-1024,0.231
UniRef90_A0AAE0SNC5/3-336,0.199
UniRef90_A0AAW1U144/6-338,0.212
UniRef90_A0ABR4C2I0/240-633,0.223
UniRef90_M1WF65/533-952,0.228
UniRef90_UPI001E8CC232/402-766,0.233
UniRef90_A0A5P1EAA5/212-557,0.215
UniRef90_A0A218ZCE1/456-783,0.238
UniRef90_A0A2D3VDB2/272-682,0.189
UniRef90_A0A9W9DQ00/549-943,0.238
UniRef90_A0A814MWQ7/145-516,0.225
UniRef90_UPI002547E9F3/253-661,0.194
UniRef90_UPI00217F29FE/4-331,0.207
UniRef90_UPI0018ED221C/117-479,0.365
UniRef90_A0AB34G3C3/444-835,0.212
UniRef90_A0AAV9U471/385-755,0.236
UniRef90_A0AAV1CE69/220-549,0.220
UniRef90_A0ABR1YQ82/297-707,0.205
UniRef90_A0A3Q3W361/137-501,0.492
UniRef90_A0A401GXG0/611-984,0.238
UniRef90_A0AAN7M4K8/232-564,0.223
UniRef90_H6U747/3-300,0.176
UniRef90_A0A0D0BCJ5/357-730,0.238
UniRef90_S8BMP2/379-745,0.236
UniRef90_A0A9P5N5S7/428-807,0.231
UniRef90_A0A8J4U0W0/3-303,0.174
UniRef90_UPI002408BAF6/224-557,0.236
UniRef90_UPI003C6C3AD4/179-534,0.207
UniRef90_A0AAD4TQ32/3-301,0.176
UniRef90_A0AAW2IIV2/145-517,0.228
UniRef90_A0A9L0T9N9/188-468,0.210
UniRef90_A0ABD1XTY6/222-560,0.244
UniRef90_A0A9N9QY19/5-333,0.218
UniRef90_A0A1B6GHI0/48-390,0.218
UniRef90_A0A1L9TVI1/256-616,0.220
UniRef90_A0A5M8PVK3/325-726,0.192
UniRef90_A0A1L9SRD2/356-719,0.215
UniRef90_A0AA88XRA8/1-315,0.192
UniRef90_A0A8J5TLH5/6-333,0.210
UniRef90_A0A9N9CE94/479-812,0.236
UniRef90_A0A5F9DEL0/19-299,0.207
UniRef90_T1J7P5/3-333,0.199
UniRef90_B2AY49/457-828,0.231
UniRef90_A0A8C5R0L3/84-397,0.189
UniRef90_A0AAV7JAL2/4-336,0.189
UniRef90_A0AAD6ETQ0/181-535,0.223
UniRef90_A0A0D2KG28/338-703,0.215
UniRef90_UPI0029589F71/4-334,0.212
UniRef90_UPI001C4C55DC/309-641,0.223
UniRef90_A0ABQ8SLI4/10-320,0.197
UniRef90_UPI002548B6D4/352-715,0.212
UniRef90_A0A131YYK5/7-330,0.202
UniRef90_D4D776/303-650,0.207
UniRef90_A0AAN8KAB0/3-335,0.197
UniRef90_A0A5M9J7F0/263-677,0.220
UniRef90_A0A8K0TLG6/439-812,0.236
UniRef90_A0A8C5WKR8/40-352,0.189
UniRef90_A0A6A6WMV5/261-663,0.199
UniRef90_UPI001E275553/15-342,0.202
UniRef90_A0A0F4YU63/260-668,0.197
UniRef90_A0A3N4JFW3/415-770,0.215
UniRef90_A0ABP0UDY8/176-511,0.246
UniRef90_A0AAD3XYI7/210-545,0.228
UniRef90_A0AAQ3U2N8/237-566,0.228
UniRef90_A0AAD8ZPM6/210-508,0.212
UniRef90_A0A5C7HH28/205-529,0.210
UniRef90_A0A212FHY3/5-330,0.218
UniRef90_A0A8V0Z8Q2/188-466,0.207
UniRef90_A0A8S1UX87/256-615,0.210
UniRef90_A0A6P3R0H0/130-519,0.622
UniRef90_A0A2H8THZ1/3-330,0.223
UniRef90_A0A5N6XP98/694-1109,0.194
UniRef90_UPI003B21818C/143-556,0.355
UniRef90_UPI00344FA14D/3-332,0.205
UniRef90_UPI00355C75C8/10-335,0.189
UniRef90_K7V573/184-551,0.233
UniRef90_A0A9P7JZ28/315-688,0.228
UniRef90_A0AAN8I3I6/306-705,0.215
UniRef90_Q5B016/257-662,0.192
UniRef90_A0AA43QPR5/243-649,0.215
UniRef90_A0A452HCI3/70-364,0.189
UniRef90_A0A669PXJ3/3-300,0.176
UniRef90_A0A830CK40/195-534,0.231
UniRef90_A0A1B6DMG4/102-467,0.207
UniRef90_A0A423XGX0/212-601,0.231
UniRef90_A0A0B7JPX6/244-582,0.215
UniRef90_UPI00125D2D80/197-530,0.207
UniRef90_A0A2G5F2M0/200-546,0.220
UniRef90_A0A5N6Z5S2/263-675,0.202
UniRef90_A0A1L7X7H0/415-784,0.215
UniRef90_R7YI32/369-739,0.231
UniRef90_A0A5N5XE63/692-1098,0.202
UniRef90_A0AAN7CT63/415-779,0.207
UniRef90_A0A9W9KAU2/372-733,0.228
UniRef90_A0A1E1XQK5/124-446,0.225
UniRef90_A0A179HAH2/224-620,0.215
UniRef90_A0A0D2DYQ0/375-731,0.220
UniRef90_A0A078G277/192-528,0.207
UniRef90_A0AAV9AWQ5/201-561,0.225
UniRef90_A0A9X0DM89/258-666,0.210
UniRef90_UPI0020C49C85/298-694,0.205
UniRef90_A0A8B7YF25/144-594,0.370
UniRef90_A0AA40D3X2/651-1061,0.218
UniRef90_A0A4W3IS85/32-336,0.192
UniRef90_A0A2T2P8B1/299-701,0.207
UniRef90_A0A3S3PDG0/4-322,0.212
UniRef90_A0A9W9L9C0/246-646,0.194
UniRef90_A0A0D3DNX9/182-517,0.207
UniRef90_A0A151P063/123-429,0.619
UniRef90_A0A1D1YKU6/254-584,0.207
UniRef90_A0A4Z1KCX6/259-680,0.197
UniRef90_A0A8H5WFN0/203-583,0.194
UniRef90_A0A8S0WH30/746-1110,0.212
UniRef90_A0ABR4IWM7/305-668,0.212
UniRef90_A0A0C2YA41/204-572,0.231
UniRef90_A0A4X1TW02/20-299,0.199
UniRef90_A0AAD4CVD0/313-730,0.205
UniRef90_A0A6P6HD66/202-481,0.205
UniRef90_A0A2K1QLZ6/336-701,0.202
UniRef90_UPI001B888021/102-512,0.319
UniRef90_A0A0D0EBV6/749-1120,0.241
UniRef90_A0A8C4VK21/3-324,0.179
UniRef90_A0A8V0ZBR9/98-400,0.176
UniRef90_UPI003D15CE96/4-332,0.220
UniRef90_A0A1S8B7R9/239-649,0.223
UniRef90_A0A2K6V608/20-299,0.207
UniRef90_A0A8H4NXZ7/201-579,0.194
UniRef90_UPI000C776B2B/8-342,0.218
UniRef90_UPI003A83F495/3-338,0.210
UniRef90_A0A8T3BP02/223-553,0.215
UniRef90_A0A6A6H657/324-727,0.228
UniRef90_A0A1Q3DD56/175-509,0.205
UniRef90_A0A8C8BDF7/81-375,0.179
UniRef90_UPI003AF725E5/3-337,0.215
UniRef90_A0A674H368/16-298,0.202
UniRef90_A0ABR3W2H8/216-607,0.220
UniRef90_A0A1E1WLE9/3-332,0.228
UniRef90_A0A8B8G2X0/6-330,0.205
UniRef90_A0A6Q2XPC1/126-465,0.443
UniRef90_A0A194V4W0/221-601,0.220
UniRef90_A0A8C5WKZ1/525-838,0.189
UniRef90_A0A8C8JXT6/164-515,0.220
UniRef90_A0A0F4ZAE6/229-597,0.238
UniRef90_A0A9P9DF43/282-683,0.194
UniRef90_A0A559M6Q1/2-314,0.212
UniRef90_UPI00221F3144/159-524,0.244
UniRef90_A0A165NN93/423-786,0.236
UniRef90_A0A091VKG1/1-295,0.184
UniRef90_A0A4U0U6R2/240-653,0.199
UniRef90_A0A5J5AS58/211-545,0.212
UniRef90_A0A1L9PIQ4/663-1064,0.194
UniRef90_A0A340YG44/203-482,0.199
UniRef90_A0A6A1V7L0/212-542,0.215
UniRef90_A0A7M7GHH1/3-338,0.215
UniRef90_A0AAI8YEV2/420-787,0.228
UniRef90_UPI002E1182E7/112-494,0.370
UniRef90_UPI00196B58A9/222-501,0.197
UniRef90_A0A833VN95/189-543,0.233
UniRef90_A0CMJ3/256-615,0.212
UniRef90_A0A9W8RB83/2-354,0.179
UniRef90_A0AAN7A489/462-836,0.223
UniRef90_A0AAE0SD68/93-542,0.352
UniRef90_A0A8C2U9I5/24-300,0.207
UniRef90_UPI00155E84D1/178-453,0.202
UniRef90_A0A0F8U1H4/292-635,0.215
UniRef90_A0ABD1EU89/7-342,0.202
UniRef90_A0ABR1MQV0/290-701,0.199
UniRef90_UPI002166CE60/4-332,0.218
UniRef90_A0A3Q1JH75/37-332,0.181
UniRef90_A0A9P4J356/313-664,0.228
UniRef90_A0A9N9NEI2/378-726,0.249
UniRef90_A0A4U0USZ9/384-724,0.202
UniRef90_UPI0021E97453/176-535,0.231
UniRef90_A0AAV7XWN4/4-333,0.202
UniRef90_UPI003CCDF0DA/682-1091,0.202
UniRef90_A0ABD1H4J2/204-538,0.228
UniRef90_A0A1V6UUC5/247-653,0.197
UniRef90_A0A1W2TQQ5/174-568,0.197
UniRef90_A0A8E2DI21/503-865,0.231
UniRef90_A0A1L9THN6/268-669,0.194
UniRef90_A0A6G1KQZ0/301-703,0.197
UniRef90_A0AAQ3RAZ2/352-643,0.161
UniRef90_A0A9W9RS31/249-654,0.194
UniRef90_A0A6P7SDJ2/3-335,0.202
UniRef90_A0A2Y9FZN6/20-299,0.199
UniRef90_A0A6F9DPD7/3-336,0.202
UniRef90_A0A670IY67/3-330,0.197
UniRef90_A0A2I1GFG5/8-329,0.228
UniRef90_UPI002412EBE7/2-341,0.443
UniRef90_A0A663EP03/193-470,0.197
UniRef90_A0A9J7JJP8/15-298,0.205
UniRef90_A0A8H6EG99/258-683,0.205
UniRef90_A0A8C6E820/208-487,0.207
UniRef90_UPI003AF25F13/183-460,0.205
UniRef90_A0A067T527/595-963,0.210
UniRef90_A0AAD8QPM0/167-500,0.220
UniRef90_A0A6G1HY94/296-693,0.205
UniRef90_A0A085M6E7/208-531,0.189
UniRef90_A0AAD8MKB8/202-560,0.223
UniRef90_UPI00358E5256/118-516,0.425
UniRef90_A0A674HM78/94-372,0.202
UniRef90_A0A8H5FU13/594-967,0.220
UniRef90_UPI00352BA979/3-301,0.174
UniRef90_UPI00200D4FEC/4-330,0.225
UniRef90_Q2TZK6/255-670,0.197
UniRef90_UPI001F034ACF/3-336,0.205
UniRef90_A0A9P7UN38/616-987,0.244
UniRef90_UPI003C2E5A60/2-320,0.210
UniRef90_A0ABP0CUK5/219-626,0.207
UniRef90_A0A803V637/80-378,0.181
UniRef90_A0A6P8ZYE5/47-375,0.197
UniRef90_A0A5E4MRH4/3-330,0.215
UniRef90_A0A493TNY7/225-502,0.205
UniRef90_A0A9P9IC04/397-751,0.236
UniRef90_Q67VC8/185-548,0.228
UniRef90_K5XNG8/413-777,0.220
UniRef90_UPI001FA8B3A7/91-440,0.446
UniRef90_A0A9P4T714/416-787,0.236
UniRef90_UPI0022E7CCB0/5-334,0.202
UniRef90_A0A5N7BNH9/258-673,0.202
UniRef90_A0A7M4DVI1/95-451,0.383
UniRef90_Q0C9B1/626-1041,0.199
UniRef90_A0A5C3LKK5/641-1012,0.228
UniRef90_UPI001C4B4CE4/3-330,0.194
UniRef90_A0A6P6EGL3/18-298,0.199
UniRef90_H2XPD1/3-325,0.197
UniRef90_A0A8J5SHA0/185-537,0.223
UniRef90_A0ABQ9FI09/2-277,0.192
UniRef90_A0ABN8R5R2/128-534,0.326
UniRef90_UPI0037443A86/208-560,0.233
UniRef90_UPI00234C1933/139-484,0.593
UniRef90_B7QK41/139-475,0.233
UniRef90_U4LGA6/493-825,0.210
UniRef90_A0A3D8SW50/724-1123,0.207
UniRef90_A0A2L2TVV3/212-591,0.194
UniRef90_UPI0025ABC230/208-542,0.212
UniRef90_A0A7C8ISK3/333-720,0.179
UniRef90_A0AAP0BD76/196-526,0.210
UniRef90_A0A8D2LGY6/1-277,0.205
UniRef90_A0ABN8BI21/4-332,0.225
UniRef90_E4UNE9/301-651,0.205
UniRef90_A0A480NAJ2/85-430,0.337
UniRef90_UPI003CCDA283/218-628,0.197
UniRef90_A0A261XZC9/353-717,0.218
UniRef90_W9WJJ6/52-409,0.223
UniRef90_A0ABR4EGE3/205-595,0.210
UniRef90_A0ABR2ZZ71/526-897,0.236
UniRef90_A0A1X7VHW3/3-337,0.194
UniRef90_A0A087V0C2/5-326,0.197
UniRef90_A0A1Y2IHW9/684-1035,0.236
UniRef90_A0A1L9R843/648-1064,0.194
UniRef90_A0A9W9X8W8/251-654,0.194
UniRef90_UPI0020080A2D/222-611,0.210
UniRef90_A0A8C3RYW1/142-474,0.365
UniRef90_A0A8H8U506/245-645,0.218
UniRef90_UPI003CCD2E3A/677-1083,0.194
UniRef90_A0A3B5L4F9/3-331,0.189
UniRef90_UPI00210F9561/19-299,0.202
UniRef90_A0A821RU07/5-332,0.223
UniRef90_A0A9W8JSP3/695-1064,0.218
UniRef90_A0AA88N5W5/124-476,0.477
UniRef90_A0A132B5Z1/157-547,0.207
UniRef90_A0ABY6URT4/205-583,0.187
UniRef90_A0AA40E9J9/454-825,0.218
UniRef90_A0A914B422/134-595,0.381
UniRef90_A0A7D8UQ86/236-635,0.215
UniRef90_A0A4V6RQX1/189-604,0.205
UniRef90_UPI003741FDA4/270-689,0.197
UniRef90_A0A1X2J1E8/116-483,0.244
UniRef90_A0A0D2DTK5/358-709,0.215
UniRef90_A0A261Y794/59-429,0.249
UniRef90_S3C9E6/233-638,0.215
UniRef90_A0A166E9I7/191-550,0.231
UniRef90_A0A8K0WA01/202-583,0.194
UniRef90_A0A9J6H1K4/7-330,0.194
UniRef90_A0A8T9C9Z2/231-641,0.228
UniRef90_A0A067MHZ1/25-377,0.225
UniRef90_A0A395RW33/210-591,0.194
UniRef90_E4ZMZ8/436-792,0.223
UniRef90_A0A168R3T5/180-518,0.246
UniRef90_A0A5M3ZG60/220-635,0.199
UniRef90_A0A6A6NXG1/356-761,0.192
UniRef90_A0A9P7Z9P1/469-830,0.238
UniRef90_A0A370T9C4/244-637,0.218
UniRef90_A0AA47N8E7/155-498,0.363
UniRef90_A0A6I9QR35/97-427,0.223
UniRef90_A0A507ED13/224-554,0.225
UniRef90_UPI00244603F0/301-625,0.220
UniRef90_A0AAN8XTA6/5-332,0.189
UniRef90_UPI003B5C2A58/152-525,0.451
UniRef90_A0A4Y7QI23/218-590,0.225
UniRef90_A0AAD4UF66/109-447,0.324
UniRef90_UPI001FB0EE02/150-507,0.220
UniRef90_K1XL12/270-662,0.194
UniRef90_A0A8H6FTN6/317-723,0.223
UniRef90_A0ABR3PMA1/340-712,0.210
UniRef90_UPI003081DFA1/140-513,0.536
UniRef90_A0A9N9F1J8/521-877,0.236
UniRef90_UPI002592013A/126-464,0.339
UniRef90_A0A0C3HYP6/167-556,0.207
UniRef90_UPI00122D6804/127-467,0.326
UniRef90_A0A9N9LQW3/210-609,0.202
UniRef90_A0AAW0G014/238-605,0.228
UniRef90_A0A9P0MSN0/3-331,0.207
UniRef90_A0A423WZG8/220-601,0.215
UniRef90_UPI00232924D0/228-505,0.210
UniRef90_A0A7K9RNM7/1-295,0.179
UniRef90_A0A9W4MLQ6/231-638,0.189
UniRef90_A0A1L9U6R9/255-671,0.179
UniRef90_UPI00312B3C67/3-372,0.207
UniRef90_A0A8H6ADG4/260-671,0.197
UniRef90_UPI001C209326/37-364,0.210
UniRef90_A0A7N4NVG9/31-325,0.181
UniRef90_I3M6T3/3-204,0.132
UniRef90_A0A0N1IJY9/4-332,0.236
UniRef90_A0A8C6ZIY4/16-295,0.205
UniRef90_G3MQR2/8-330,0.205
UniRef90_A0A6I9QQ61/226-562,0.225
UniRef90_A0A1X2H5C6/2-338,0.244
UniRef90_A0A8B8HGH7/5-332,0.205
UniRef90_A0A0J7KSX3/294-613,0.212
UniRef90_A0A1J9PJX2/279-687,0.192
UniRef90_UPI0027D29A81/4-333,0.210
UniRef90_UPI001176F3AA/121-467,0.345
UniRef90_UPI0035F1CD0A/127-528,0.321
UniRef90_A0A834U3A6/200-541,0.220
UniRef90_UPI003CCC9246/656-1061,0.194
UniRef90_A0AA38X6P7/370-732,0.218
UniRef90_A0A168BRG1/225-684,0.187
UniRef90_J4UJD1/1912-2313,0.184
UniRef90_UPI002152B54E/186-466,0.207
UniRef90_A0A8H7A766/8-340,0.205
UniRef90_UPI0022217C89/111-467,0.352
UniRef90_A0A6H0Y2N1/259-669,0.205
UniRef90_UPI00312B5C98/251-600,0.233
UniRef90_A0A2G8SGA5/216-601,0.254
UniRef90_A0A1L9STW0/650-1058,0.197
UniRef90_A0AA97L2M3/3-280,0.197
UniRef90_A0AAF0IID1/282-715,0.194
UniRef90_UPI001C9BCBFE/367-680,0.207
UniRef90_A0A135M080/252-652,0.192
UniRef90_A0A6G1G3M5/250-661,0.194
UniRef90_A0A1J9S8B3/277-687,0.218
UniRef90_A0A8H3G1X7/299-704,0.207
UniRef90_C5FJW6/307-657,0.210
UniRef90_A0A9P8UXB6/424-805,0.215
UniRef90_F6VL88/140-486,0.609
UniRef90_V9D610/375-730,0.210
UniRef90_A0A6A6U9L4/1-318,0.218
UniRef90_A6JH71/140-483,0.611
UniRef90_A0A292PII1/481-826,0.215
UniRef90_U9U304/135-497,0.254
UniRef90_A0A179V007/287-695,0.192
UniRef90_UPI0024DF36FD/114-468,0.365
UniRef90_A0AAN9T3K9/4-329,0.236
UniRef90_UPI0034CD660A/201-558,0.231
UniRef90_A0A2Z7BVJ5/182-544,0.215
UniRef90_UPI0031F92BF3/3-328,0.212
UniRef90_A0A6P4ZP57/125-529,0.347
UniRef90_A0A3Q3IMI5/184-461,0.197
UniRef90_D5G9D0/417-775,0.225
UniRef90_F0XM85/252-683,0.212
UniRef90_A0A6A6YXQ3/3-309,0.202
UniRef90_UPI0014557636/132-628,0.373
UniRef90_A0A1W0WLA6/262-620,0.236
UniRef90_A0A4Y1QQK2/187-505,0.212
UniRef90_A0AAV4H9Q0/8-322,0.189
UniRef90_A0A8H5GXE9/561-937,0.238
UniRef90_A0AAV4H9C3/21-454,0.350
UniRef90_A0A1V6QT36/253-660,0.192
UniRef90_A0A6P5P0T1/18-298,0.202
UniRef90_UPI00254961DD/240-640,0.194
UniRef90_A0A3L6PFR5/185-534,0.228
UniRef90_A0A0M8N0I3/168-563,0.220
UniRef90_A0A9W9LWH1/253-661,0.197
UniRef90_A0AAV8U3E8/239-591,0.218
UniRef90_A0AAJ6U2K4/197-538,0.215
UniRef90_A0A1Y1Y3C6/3-307,0.236
UniRef90_A0A7R9JX47/163-364,0.142
UniRef90_A0A0D2X0V6/535-983,0.246
UniRef90_A0A8B7V764/19-299,0.207
UniRef90_A0AAN7UV48/5-319,0.223
UniRef90_UPI001B88C3A1/4-335,0.197
UniRef90_UPI002B4EFA6F/96-498,0.342
UniRef90_A0A1L9MUN6/679-1097,0.192
UniRef90_A0ABR3FFL7/412-779,0.238
UniRef90_A0AAD5UP06/115-454,0.220
UniRef90_A0AAX6QN41/19-299,0.199
UniRef90_UPI001CB82FDE/14-295,0.189
UniRef90_A0A1D1UV65/256-581,0.244
UniRef90_A0A3M7PH55/7-352,0.197
UniRef90_M7T317/4-327,0.220
UniRef90_A0AAV1M0A5/6-332,0.210
UniRef90_A0AAN7YDR4/283-659,0.215
UniRef90_A0A9W4JEX8/233-640,0.199
UniRef90_A0A8K0JB55/441-804,0.218
UniRef90_W9VSG9/370-729,0.212
UniRef90_A0A1B7MYN3/324-696,0.241
UniRef90_A0AAN9Z2D0/114-467,0.241
UniRef90_A0A6J1RXZ8/4-333,0.199
UniRef90_UPI002547A792/245-651,0.194
UniRef90_A0AAV7EL90/196-538,0.215
UniRef90_A0ABR3JAN0/607-979,0.231
UniRef90_A0A974D9F6/175-492,0.308
UniRef90_A0AAN6RH45/380-712,0.210
UniRef90_A0A0L0H657/91-444,0.225
UniRef90_UPI003743A212/309-728,0.189
UniRef90_UPI0024C33CE0/63-346,0.184
UniRef90_A0A9W9N3E8/255-660,0.205
UniRef90_B9HVB4/196-537,0.212
UniRef90_UPI0037443573/111-487,0.267
UniRef90_A0A5N7CG95/711-1122,0.197
UniRef90_A0A6H0Y3Q3/357-712,0.202
UniRef90_A0A0M9WFE3/348-702,0.212
UniRef90_A0A8C5LID3/164-516,0.611
UniRef90_A0A545V9P6/538-928,0.225
UniRef90_A0ABM0QYZ9/141-335,0.345
UniRef90_A0A8B7A894/214-474,0.256
UniRef90_A0A6A7BRH1/200-580,0.212
UniRef90_B6Q977/296-707,0.197
UniRef90_UPI003452EE50/130-511,0.324
UniRef90_A0A232M600/257-674,0.207
UniRef90_A0AAD9T002/260-661,0.233
UniRef90_A0A6G1GH71/268-651,0.249
UniRef90_A0A7R9GPI0/57-380,0.210
UniRef90_A0ABD3VWL4/94-542,0.347
UniRef90_A0A067N7A1/355-731,0.233
UniRef90_A0A293LTC9/5-327,0.179
UniRef90_A0AAV0HNC7/196-539,0.223
UniRef90_A0ABD3GW66/217-554,0.233
UniRef90_A0A9D3LSU0/3-338,0.205
UniRef90_A0A1B6E0Y5/70-401,0.205
UniRef90_I1GZF6/214-551,0.228
UniRef90_A0A7M7RGU7/126-572,0.347
UniRef90_UPI0030FF0B47/128-501,0.347
UniRef90_UPI0006449E47/145-503,0.236
UniRef90_A0A8C8U134/130-509,0.624
UniRef90_UPI0004431721/3-204,0.130
UniRef90_A0A0L0DBR4/211-559,0.212
UniRef90_W6PS78/253-658,0.197
UniRef90_A0A1V6T264/250-652,0.212
UniRef90_A0A1V6RLV3/252-659,0.194
UniRef90_A0A8T2QJI7/167-505,0.233
UniRef90_A0ABP0DJK7/215-625,0.197
UniRef90_A0A2R5LMZ9/5-327,0.179
UniRef90_UPI003EBD7A51/197-475,0.199
UniRef90_A0A6A6URN1/283-685,0.212
UniRef90_A0A6A4WRI4/14-311,0.171
UniRef90_A0A6A6BLD1/272-674,0.189
UniRef90_UPI0029904456/19-349,0.207
UniRef90_A0A9N9FJU6/401-728,0.251
UniRef90_A0A0D2G9S7/202-558,0.233
UniRef90_C0NM05/283-691,0.199
UniRef90_A0A8B7QVI7/19-299,0.192
UniRef90_A0A5N6JUP3/264-678,0.220
UniRef90_UPI002E27327D/3-332,0.199
UniRef90_UPI00212ED48A/3-336,0.215
UniRef90_A0A9W7TCI0/98-446,0.360
UniRef90_A0A8H6ZL88/604-981,0.233
UniRef90_A0A9P6JR37/728-1098,0.205
UniRef90_A0A0E0PVK3/1396-1760,0.228
UniRef90_A0A286U7X0/463-830,0.228
UniRef90_UPI001155DA95/131-481,0.596
UniRef90_A0A369JDK6/700-1055,0.215
UniRef90_A0A8C5E674/144-502,0.479
UniRef90_A0A9P5XC38/387-748,0.223
UniRef90_A0A443HXP7/294-718,0.187
UniRef90_A0A0V1MQR6/111-456,0.231
UniRef90_A0AAJ0HWS9/157-517,0.223
UniRef90_UPI003CCE00E1/264-664,0.205
UniRef90_W4GGX8/289-641,0.231
UniRef90_A0A9W9FMY0/251-650,0.207
UniRef90_A0A9W9TRT1/250-652,0.223
UniRef90_V5FMF4/292-709,0.197
UniRef90_A0A8H4U2G4/205-601,0.192
UniRef90_A0A2I2FM37/349-696,0.202
UniRef90_A0A2B7ZAI5/281-689,0.184
UniRef90_A0A5B7CHW7/2-297,0.168
UniRef90_A0A409VUP6/669-1035,0.218
UniRef90_UPI00295BFE78/97-597,0.334
UniRef90_A0AAV1MVS0/30-324,0.192
UniRef90_A0A2I1CUR5/240-668,0.199
UniRef90_A0A4Z1IIT5/253-680,0.199
UniRef90_A0A2J5HMT8/309-669,0.215
UniRef90_A0A2B7XJY9/284-692,0.187
UniRef90_C1GDL0/275-684,0.192
UniRef90_A0A8J4XEU1/82-446,0.363
UniRef90_A0A9P4XSP7/201-583,0.199
UniRef90_UPI0027DD8BD0/4-335,0.207
UniRef90_A0A319D3G7/250-669,0.194
UniRef90_A0A8J4UQF5/125-473,0.474
UniRef90_A0A1B6IPI3/2-311,0.187
UniRef90_A0A409X4U6/646-1019,0.228
UniRef90_A0A9N8WBV5/383-715,0.241
UniRef90_A0AAE1NRL6/5-338,0.179
UniRef90_A0A8R7R0R2/208-547,0.220
UniRef90_A0AAD6U973/554-924,0.238
UniRef90_A0A6A4H0C5/4-346,0.207
UniRef90_UPI0020085664/617-987,0.228
UniRef90_A0A9P7NGQ8/221-602,0.189
UniRef90_UPI0039F205B0/8-358,0.456
UniRef90_A0A6L2PYL1/483-799,0.199
UniRef90_UPI00189AC384/2-343,0.459
UniRef90_A0A139HP45/341-666,0.205
UniRef90_UPI001151480D/473-830,0.197
UniRef90_UPI002549358F/256-657,0.199
UniRef90_A0AAN8SA77/132-476,0.233
UniRef90_A0A9P8QF76/218-600,0.197
UniRef90_A0A2I2FFT5/241-666,0.197
UniRef90_A0A667ZV62/131-485,0.466
UniRef90_A0A8H5BDI0/188-604,0.256
UniRef90_UPI002541FDA3/246-654,0.194
UniRef90_B7QKW0/8-333,0.181
UniRef90_UPI0003D70015/19-335,0.347
UniRef90_A0A9Q1KAP9/230-584,0.223
UniRef90_F0ZLU7/4-369,0.202
UniRef90_A0A6V8H5K7/307-717,0.192
UniRef90_A0A851LGC4/1-295,0.176
UniRef90_A0AAY5LB81/3-333,0.197
UniRef90_A0A3S1I013/126-548,0.345
UniRef90_A0A9W9QSM7/246-654,0.202
UniRef90_A0A5C3M4R6/669-1035,0.212
UniRef90_G2YW92/254-680,0.202
UniRef90_A0A5A7PHG2/205-397,0.127
UniRef90_UPI00201F6676/105-531,0.334
UniRef90_A0A8S1N3B3/255-615,0.205
UniRef90_A0A2C9LQ64/43-516,0.334
UniRef90_A0A670IY88/15-336,0.187
UniRef90_A0AAN0J572/121-509,0.324
UniRef90_A0AAD5YUH8/179-602,0.267
UniRef90_W1NW65/210-552,0.215
UniRef90_A0A9P4TVB7/290-692,0.205
UniRef90_A0A9W9JWZ0/260-666,0.205
UniRef90_A0A9N9CM60/133-493,0.267
UniRef90_A0ABR1SLH4/178-543,0.181
UniRef90_A0A4U0UTY7/377-704,0.207
UniRef90_UPI000695AF6D/18-297,0.197
UniRef90_A0A5M3MD49/304-680,0.233
UniRef90_A0A8A3PRV1/270-673,0.215
UniRef90_UPI002899AD8E/208-549,0.223
UniRef90_A0A167HMH0/44-411,0.256
UniRef90_A0A8C9V5M9/3-328,0.184
UniRef90_A0A7R9AUK0/30-346,0.210
UniRef90_UPI000B8EBAF6/302-618,0.205
UniRef90_A0A1E3BI48/261-670,0.199
UniRef90_A0A7K6N3T0/1-309,0.715
UniRef90_A0A1D2JDP0/908-1317,0.192
UniRef90_A0AAW0RY96/425-812,0.231
UniRef90_A0A176WNC6/186-534,0.238
UniRef90_A0A9P5XW36/369-740,0.210
UniRef90_A0BDW1/248-608,0.205
UniRef90_K2S2P8/260-672,0.202
UniRef90_UPI0039F1D11F/130-472,0.448
UniRef90_UPI00236766C1/4-333,0.212
UniRef90_A0AAE0ZY51/113-544,0.352
UniRef90_UPI0018F3A760/14-297,0.194
UniRef90_UPI001F501037/6-309,0.179
UniRef90_UPI0004408947/214-586,0.223
UniRef90_A0A6P6QP16/17-347,0.461
UniRef90_H2TS88/139-491,0.466
UniRef90_A0A6P6ECS1/100-417,0.342
UniRef90_A0A2Z6RV22/132-497,0.269
UniRef90_A0A9N9GPD7/279-616,0.210
UniRef90_A0A8S1N9P9/255-615,0.212
UniRef90_A0ABP0DQS5/215-626,0.197
UniRef90_A0A0C2X4X0/211-561,0.218
UniRef90_A0A0D7BNV9/171-543,0.246
UniRef90_A0A438EHG0/196-533,0.202
UniRef90_A0A060T9I9/290-647,0.241
UniRef90_A0A8S2H154/204-547,0.254
